"Entity","Code","Day","Monthly.CO..emissions.from.domestic.aviation","Monthly.CO..emissions.from.international.aviation","Year"
"China","CHN",2019-01-15,6366410,2933900,"2019"
"China","CHN",2019-02-15,6048020,2673770,"2019"
"China","CHN",2019-03-15,5518430,2633720,"2019"
"China","CHN",2019-04-15,6151290,2937370,"2019"
"China","CHN",2019-05-15,6425120,3065820,"2019"
"China","CHN",2019-06-15,6270660,2977050,"2019"
"China","CHN",2019-07-15,6945160,3150130,"2019"
"China","CHN",2019-08-15,6954500,3182820,"2019"
"China","CHN",2019-09-15,6517260,3001310,"2019"
"China","CHN",2019-10-15,6975970,3047510,"2019"
"China","CHN",2019-11-15,6968030,2845260,"2019"
"China","CHN",2019-12-15,7119100,3041650,"2019"
"China","CHN",2020-01-15,7223410,3118860,"2020"
"China","CHN",2020-02-15,1937420,1162730,"2020"
"China","CHN",2020-03-15,2897350,689885,"2020"
"China","CHN",2020-04-15,2984840,768854,"2020"
"China","CHN",2020-05-15,4511320,1278320,"2020"
"China","CHN",2020-06-15,5323800,1000560,"2020"
"China","CHN",2020-07-15,5851740,853097,"2020"
"China","CHN",2020-08-15,7193930,773989,"2020"
"China","CHN",2020-09-15,7538590,804828,"2020"
"China","CHN",2020-10-15,8134170,875159,"2020"
"China","CHN",2020-11-15,7868700,1009780,"2020"
"China","CHN",2020-12-15,7773980,1033470,"2020"
"China","CHN",2021-01-15,5854300,931208,"2021"
"China","CHN",2021-02-15,4497980,806775,"2021"
"China","CHN",2021-03-15,8185240,996176,"2021"
"China","CHN",2021-04-15,8820730,957989,"2021"
"China","CHN",2021-05-15,8728660,959709,"2021"
"China","CHN",2021-06-15,7123390,911189,"2021"
"China","CHN",2021-07-15,8172890,871749,"2021"
"China","CHN",2021-08-15,4717780,822624,"2021"
"China","CHN",2021-09-15,6634470,829342,"2021"
"China","CHN",2021-10-15,6866460,950474,"2021"
"China","CHN",2021-11-15,4016900,982082,"2021"
"China","CHN",2021-12-15,5117990,997475,"2021"
"China","CHN",2022-01-15,5747670,938335,"2022"
"China","CHN",2022-02-15,5502560,774633,"2022"
"China","CHN",2022-03-15,3018140,951762,"2022"
"China","CHN",2022-04-15,1652250,768926,"2022"
"China","CHN",2022-05-15,2139840,821065,"2022"
"China","CHN",2022-06-15,3412970,724549,"2022"
"China","CHN",2022-07-15,5664820,770992,"2022"
"China","CHN",2022-08-15,5449360,717113,"2022"
"China","CHN",2022-09-15,3495030,736844,"2022"
"China","CHN",2022-10-15,2577930,759853,"2022"
"China","CHN",2022-11-15,2053170,778577,"2022"
"China","CHN",2022-12-15,3250800,788559,"2022"
"China","CHN",2023-01-15,6693790,794036,"2023"
"China","CHN",2023-02-15,6313420,820437,"2023"
"China","CHN",2023-03-15,6649260,1057080,"2023"
"Colombia","COL",2019-01-15,126589,206824,"2019"
"Colombia","COL",2019-02-15,105357,188634,"2019"
"Colombia","COL",2019-03-15,105675,183981,"2019"
"Colombia","COL",2019-04-15,115399,205617,"2019"
"Colombia","COL",2019-05-15,118665,204982,"2019"
"Colombia","COL",2019-06-15,132607,205357,"2019"
"Colombia","COL",2019-07-15,157894,219956,"2019"
"Colombia","COL",2019-08-15,159181,217104,"2019"
"Colombia","COL",2019-09-15,149659,202686,"2019"
"Colombia","COL",2019-10-15,154838,209824,"2019"
"Colombia","COL",2019-11-15,150001,202375,"2019"
"Colombia","COL",2019-12-15,163607,250864,"2019"
"Colombia","COL",2020-01-15,162939,237162,"2020"
"Colombia","COL",2020-02-15,144640,208175,"2020"
"Colombia","COL",2020-03-15,105648,154184,"2020"
"Colombia","COL",2020-04-15,745.347,25090.3,"2020"
"Colombia","COL",2020-05-15,1017.67,34396.6,"2020"
"Colombia","COL",2020-06-15,1437.93,34472.7,"2020"
"Colombia","COL",2020-07-15,1218.15,33083.9,"2020"
"Colombia","COL",2020-08-15,1298.28,29045.3,"2020"
"Colombia","COL",2020-09-15,23082,34186.8,"2020"
"Colombia","COL",2020-10-15,67808,55818.2,"2020"
"Colombia","COL",2020-11-15,88192.5,72100.1,"2020"
"Colombia","COL",2020-12-15,113696,103393,"2020"
"Colombia","COL",2021-01-15,128707,112605,"2021"
"Colombia","COL",2021-02-15,113754,90784.5,"2021"
"Colombia","COL",2021-03-15,138153,90102.8,"2021"
"Colombia","COL",2021-04-15,135830,100865,"2021"
"Colombia","COL",2021-05-15,139750,104379,"2021"
"Colombia","COL",2021-06-15,158834,117240,"2021"
"Colombia","COL",2021-07-15,177394,137300,"2021"
"Colombia","COL",2021-08-15,177822,133758,"2021"
"Colombia","COL",2021-09-15,184588,128267,"2021"
"Colombia","COL",2021-10-15,190707,139419,"2021"
"Colombia","COL",2021-11-15,191755,159197,"2021"
"Colombia","COL",2021-12-15,205031,187618,"2021"
"Colombia","COL",2022-01-15,199075,191943,"2022"
"Colombia","COL",2022-02-15,178737,167732,"2022"
"Colombia","COL",2022-03-15,207487,186126,"2022"
"Colombia","COL",2022-04-15,210103,214485,"2022"
"Colombia","COL",2022-05-15,232302,211211,"2022"
"Colombia","COL",2022-06-15,217798,205844,"2022"
"Colombia","COL",2022-07-15,243223,220450,"2022"
"Colombia","COL",2022-08-15,229621,214863,"2022"
"Colombia","COL",2022-09-15,221932,200407,"2022"
"Colombia","COL",2022-10-15,233916,208953,"2022"
"Colombia","COL",2022-11-15,214620,207309,"2022"
"Colombia","COL",2022-12-15,215919,225495,"2022"
"Colombia","COL",2023-01-15,243398,231748,"2023"
"Colombia","COL",2023-02-15,198245,198785,"2023"
"Colombia","COL",2023-03-15,202972,211277,"2023"
"Congo","COG",2019-01-15,517.498,7400.98,"2019"
"Congo","COG",2019-02-15,425.287,6667.47,"2019"
"Congo","COG",2019-03-15,574.202,6896.07,"2019"
"Congo","COG",2019-04-15,460.601,6634.49,"2019"
"Congo","COG",2019-05-15,665.394,7467.55,"2019"
"Congo","COG",2019-06-15,665.965,7635.39,"2019"
"Congo","COG",2019-07-15,697.485,8308.27,"2019"
"Congo","COG",2019-08-15,525.103,9498.29,"2019"
"Congo","COG",2019-09-15,531.74,9134.54,"2019"
"Congo","COG",2019-10-15,562.352,8618.71,"2019"
"Congo","COG",2019-11-15,1193.95,8675.26,"2019"
"Congo","COG",2019-12-15,1468.28,10854,"2019"
"Congo","COG",2020-01-15,1184.45,9127.32,"2020"
"Congo","COG",2020-02-15,1261.45,7918.32,"2020"
"Congo","COG",2020-03-15,796.057,5033.85,"2020"
"Congo","COG",2020-04-15,2.45857,968.668,"2020"
"Congo","COG",2020-05-15,40.5905,777.291,"2020"
"Congo","COG",2020-06-15,13.5302,1542.65,"2020"
"Congo","COG",2020-07-15,13.5302,1439.27,"2020"
"Congo","COG",2020-08-15,54.1206,1895.07,"2020"
"Congo","COG",2020-09-15,732.973,4376.94,"2020"
"Congo","COG",2020-10-15,791.155,6787.39,"2020"
"Congo","COG",2020-11-15,706.424,7379.51,"2020"
"Congo","COG",2020-12-15,646.225,6566.67,"2020"
"Congo","COG",2021-01-15,689.844,6394.37,"2021"
"Congo","COG",2021-02-15,677.207,5892.13,"2021"
"Congo","COG",2021-03-15,739.482,7497.64,"2021"
"Congo","COG",2021-04-15,637.122,8736.32,"2021"
"Congo","COG",2021-05-15,313.266,5809.67,"2021"
"Congo","COG",2021-06-15,248.129,4836.44,"2021"
"Congo","COG",2021-07-15,304.237,6310.04,"2021"
"Congo","COG",2021-08-15,376.662,7708.58,"2021"
"Congo","COG",2021-09-15,422.319,6397.56,"2021"
"Congo","COG",2021-10-15,425.141,7357.03,"2021"
"Congo","COG",2021-11-15,397.521,5272.74,"2021"
"Congo","COG",2021-12-15,946.522,7562.62,"2021"
"Congo","COG",2022-01-15,749.905,6929.48,"2022"
"Congo","COG",2022-02-15,677.849,6082.11,"2022"
"Congo","COG",2022-03-15,513.137,7259.12,"2022"
"Congo","COG",2022-04-15,967.403,6398.26,"2022"
"Congo","COG",2022-05-15,703.74,8015,"2022"
"Congo","COG",2022-06-15,991.862,6338.49,"2022"
"Congo","COG",2022-07-15,261.979,6480.31,"2022"
"Congo","COG",2022-08-15,383.941,5209.64,"2022"
"Congo","COG",2022-09-15,331.675,6764.57,"2022"
"Congo","COG",2022-10-15,249.569,4710.71,"2022"
"Congo","COG",2022-11-15,323.563,4258.62,"2022"
"Congo","COG",2022-12-15,277.858,4157.52,"2022"
"Congo","COG",2023-01-15,229.303,4057.41,"2023"
"Congo","COG",2023-02-15,308.132,4070.97,"2023"
"Congo","COG",2023-03-15,733.783,4033.94,"2023"
"Costa Rica","CRI",2019-01-15,20684.8,88351.2,"2019"
"Costa Rica","CRI",2019-02-15,19335.8,77650.5,"2019"
"Costa Rica","CRI",2019-03-15,17238.7,80849.7,"2019"
"Costa Rica","CRI",2019-04-15,19869.6,67545.2,"2019"
"Costa Rica","CRI",2019-05-15,13465.7,56866.6,"2019"
"Costa Rica","CRI",2019-06-15,10652.7,59654.4,"2019"
"Costa Rica","CRI",2019-07-15,11831,61087.7,"2019"
"Costa Rica","CRI",2019-08-15,11766.1,59155.7,"2019"
"Costa Rica","CRI",2019-09-15,6930.07,49905.2,"2019"
"Costa Rica","CRI",2019-10-15,6369.26,50525.2,"2019"
"Costa Rica","CRI",2019-11-15,10676.4,62397.3,"2019"
"Costa Rica","CRI",2019-12-15,12190.4,84874.5,"2019"
"Costa Rica","CRI",2020-01-15,14544.6,89741.6,"2020"
"Costa Rica","CRI",2020-02-15,12919.3,81310.9,"2020"
"Costa Rica","CRI",2020-03-15,8598.48,70342.7,"2020"
"Costa Rica","CRI",2020-04-15,3.26265,3218.14,"2020"
"Costa Rica","CRI",2020-05-15,8.67216,2493.67,"2020"
"Costa Rica","CRI",2020-06-15,6.51327,3153.16,"2020"
"Costa Rica","CRI",2020-07-15,12.911,4297.53,"2020"
"Costa Rica","CRI",2020-08-15,14.7913,6793.41,"2020"
"Costa Rica","CRI",2020-09-15,29.6883,8558.96,"2020"
"Costa Rica","CRI",2020-10-15,11818.9,11085.3,"2020"
"Costa Rica","CRI",2020-11-15,19685.8,19147.2,"2020"
"Costa Rica","CRI",2020-12-15,44202.6,32574.8,"2020"
"Costa Rica","CRI",2021-01-15,77627.2,43369.6,"2021"
"Costa Rica","CRI",2021-02-15,72657.1,36071.1,"2021"
"Costa Rica","CRI",2021-03-15,83183.9,43655.1,"2021"
"Costa Rica","CRI",2021-04-15,80906.7,41932.5,"2021"
"Costa Rica","CRI",2021-05-15,89414.4,43359.8,"2021"
"Costa Rica","CRI",2021-06-15,67218,45311.4,"2021"
"Costa Rica","CRI",2021-07-15,75519.6,55074.8,"2021"
"Costa Rica","CRI",2021-08-15,75057,53789.4,"2021"
"Costa Rica","CRI",2021-09-15,55789.5,42014.6,"2021"
"Costa Rica","CRI",2021-10-15,55662.3,42976.6,"2021"
"Costa Rica","CRI",2021-11-15,80452.5,51131.4,"2021"
"Costa Rica","CRI",2021-12-15,112052,74541.2,"2021"
"Costa Rica","CRI",2022-01-15,143511,75518,"2022"
"Costa Rica","CRI",2022-02-15,152129,65292.1,"2022"
"Costa Rica","CRI",2022-03-15,164494,72910.6,"2022"
"Costa Rica","CRI",2022-04-15,116979,68425.8,"2022"
"Costa Rica","CRI",2022-05-15,92113.9,59195,"2022"
"Costa Rica","CRI",2022-06-15,37027.5,39812.1,"2022"
"Costa Rica","CRI",2022-07-15,113707,64913.7,"2022"
"Costa Rica","CRI",2022-08-15,98434.9,59930.9,"2022"
"Costa Rica","CRI",2022-09-15,65908.8,45391.1,"2022"
"Costa Rica","CRI",2022-10-15,58485,46017.1,"2022"
"Costa Rica","CRI",2022-11-15,95993,63468.8,"2022"
"Costa Rica","CRI",2022-12-15,122444,78732.6,"2022"
"Costa Rica","CRI",2023-01-15,173163,82535.8,"2023"
"Costa Rica","CRI",2023-02-15,156065,72081.2,"2023"
"Costa Rica","CRI",2023-03-15,199768,83120.4,"2023"
"Cote d'Ivoire","CIV",2019-01-15,127.858,30189.3,"2019"
"Cote d'Ivoire","CIV",2019-02-15,135.531,26623.1,"2019"
"Cote d'Ivoire","CIV",2019-03-15,74.7124,26286.7,"2019"
"Cote d'Ivoire","CIV",2019-04-15,151.446,28098.4,"2019"
"Cote d'Ivoire","CIV",2019-05-15,112.33,27470.4,"2019"
"Cote d'Ivoire","CIV",2019-06-15,178.918,29188.3,"2019"
"Cote d'Ivoire","CIV",2019-07-15,201.956,32684.5,"2019"
"Cote d'Ivoire","CIV",2019-08-15,185.009,33315.3,"2019"
"Cote d'Ivoire","CIV",2019-09-15,172.928,28669.8,"2019"
"Cote d'Ivoire","CIV",2019-10-15,240.532,28327.6,"2019"
"Cote d'Ivoire","CIV",2019-11-15,167.914,28427.1,"2019"
"Cote d'Ivoire","CIV",2019-12-15,192.504,32504.1,"2019"
"Cote d'Ivoire","CIV",2020-07-15,26.3763,11258,"2020"
"Cote d'Ivoire","CIV",2020-08-15,13.0714,18000.8,"2020"
"Cote d'Ivoire","CIV",2020-09-15,125.367,19400.5,"2020"
"Cote d'Ivoire","CIV",2020-10-15,144.932,20651.1,"2020"
"Cote d'Ivoire","CIV",2020-11-15,135.039,20459.4,"2020"
"Cote d'Ivoire","CIV",2020-12-15,146.223,20644.3,"2020"
"Cote d'Ivoire","CIV",2021-01-15,407.932,20060.6,"2021"
"Cote d'Ivoire","CIV",2021-02-15,382.091,15793,"2021"
"Cote d'Ivoire","CIV",2021-03-15,439.914,16856.9,"2021"
"Cote d'Ivoire","CIV",2021-04-15,335.689,17482.5,"2021"
"Cote d'Ivoire","CIV",2021-05-15,381.58,19863.4,"2021"
"Cote d'Ivoire","CIV",2021-06-15,315.905,23722.9,"2021"
"Cote d'Ivoire","CIV",2021-07-15,324.788,27119.5,"2021"
"Cote d'Ivoire","CIV",2021-08-15,321.742,27783.2,"2021"
"Cote d'Ivoire","CIV",2021-09-15,303.064,27307.6,"2021"
"Cote d'Ivoire","CIV",2021-10-15,210.347,26158.7,"2021"
"Cote d'Ivoire","CIV",2021-11-15,206.176,23932.1,"2021"
"Cote d'Ivoire","CIV",2021-12-15,283.537,26220.1,"2021"
"Cote d'Ivoire","CIV",2022-01-15,300.829,25631.9,"2022"
"Cote d'Ivoire","CIV",2022-02-15,350.324,22294.9,"2022"
"Cote d'Ivoire","CIV",2022-03-15,369.254,24318,"2022"
"Cote d'Ivoire","CIV",2022-04-15,240.387,22809.2,"2022"
"Cote d'Ivoire","CIV",2022-05-15,243.077,26111.1,"2022"
"Cote d'Ivoire","CIV",2022-06-15,202.771,29062.2,"2022"
"Cote d'Ivoire","CIV",2022-07-15,228.023,28181.4,"2022"
"Cote d'Ivoire","CIV",2022-08-15,377.238,26581.6,"2022"
"Cote d'Ivoire","CIV",2022-09-15,284.144,24978.9,"2022"
"Cote d'Ivoire","CIV",2022-10-15,251.972,26289.2,"2022"
"Cote d'Ivoire","CIV",2022-11-15,256.425,23667.5,"2022"
"Cote d'Ivoire","CIV",2022-12-15,336.857,25960.3,"2022"
"Cote d'Ivoire","CIV",2023-01-15,370.263,25954,"2023"
"Cote d'Ivoire","CIV",2023-02-15,297.357,23128.5,"2023"
"Cote d'Ivoire","CIV",2023-03-15,427.634,26391.3,"2023"
"Croatia","HRV",2019-01-15,1988.59,15060,"2019"
"Croatia","HRV",2019-02-15,1833.23,13606.1,"2019"
"Croatia","HRV",2019-03-15,1792.6,15798.5,"2019"
"Croatia","HRV",2019-04-15,2548.37,42451.6,"2019"
"Croatia","HRV",2019-05-15,2717.9,64966.2,"2019"
"Croatia","HRV",2019-06-15,2718.15,89232.8,"2019"
"Croatia","HRV",2019-07-15,2797.63,110083,"2019"
"Croatia","HRV",2019-08-15,2843.03,105505,"2019"
"Croatia","HRV",2019-09-15,2650.06,84348.2,"2019"
"Croatia","HRV",2019-10-15,2513.76,58827.2,"2019"
"Croatia","HRV",2019-11-15,2140.67,17628.1,"2019"
"Croatia","HRV",2019-12-15,2079.64,16838,"2019"
"Croatia","HRV",2020-01-15,1797.74,15003,"2020"
"Croatia","HRV",2020-02-15,1667.57,13867.2,"2020"
"Croatia","HRV",2020-03-15,1215.05,11043.6,"2020"
"Croatia","HRV",2020-04-15,1.88666,1600.96,"2020"
"Croatia","HRV",2020-05-15,391.857,2024.19,"2020"
"Croatia","HRV",2020-06-15,1041.17,7284.92,"2020"
"Croatia","HRV",2020-07-15,1970.77,30645.1,"2020"
"Croatia","HRV",2020-08-15,2234.57,49996.6,"2020"
"Croatia","HRV",2020-09-15,1585.88,26408,"2020"
"Croatia","HRV",2020-10-15,1683.32,11363.7,"2020"
"Croatia","HRV",2020-11-15,1439.49,6039.34,"2020"
"Croatia","HRV",2020-12-15,1341.3,4324.04,"2020"
"Croatia","HRV",2021-01-15,1382.32,4658.88,"2021"
"Croatia","HRV",2021-02-15,1063.08,4088.86,"2021"
"Croatia","HRV",2021-03-15,1254.19,5674.74,"2021"
"Croatia","HRV",2021-04-15,1121.82,8360.81,"2021"
"Croatia","HRV",2021-05-15,1521.1,12510.7,"2021"
"Croatia","HRV",2021-06-15,1812.57,27271,"2021"
"Croatia","HRV",2021-07-15,2901.3,63464.9,"2021"
"Croatia","HRV",2021-08-15,2989.64,78580.9,"2021"
"Croatia","HRV",2021-09-15,2485.41,62910.5,"2021"
"Croatia","HRV",2021-10-15,2431.29,41021.7,"2021"
"Croatia","HRV",2021-11-15,1662.81,13827.7,"2021"
"Croatia","HRV",2021-12-15,1702.73,15613.5,"2021"
"Croatia","HRV",2022-01-15,1660.25,13539.5,"2022"
"Croatia","HRV",2022-02-15,1246.93,12262.7,"2022"
"Croatia","HRV",2022-03-15,1551.32,17778,"2022"
"Croatia","HRV",2022-04-15,2150.34,36221.7,"2022"
"Croatia","HRV",2022-05-15,2571.5,54408.6,"2022"
"Croatia","HRV",2022-06-15,2565.46,68521.2,"2022"
"Croatia","HRV",2022-07-15,2545.46,95643.2,"2022"
"Croatia","HRV",2022-08-15,2680.06,95438.3,"2022"
"Croatia","HRV",2022-09-15,2471.43,77506.6,"2022"
"Croatia","HRV",2022-10-15,2666.09,54529,"2022"
"Croatia","HRV",2022-11-15,1856.9,18182.9,"2022"
"Croatia","HRV",2022-12-15,1980.44,16353,"2022"
"Croatia","HRV",2023-01-15,1973.79,14580.8,"2023"
"Croatia","HRV",2023-02-15,1758.06,13745.3,"2023"
"Croatia","HRV",2023-03-15,2169.37,19887.5,"2023"
"Cuba","CUB",2019-01-15,1122.87,115675,"2019"
"Cuba","CUB",2019-02-15,937.11,110628,"2019"
"Cuba","CUB",2019-03-15,938.181,112243,"2019"
"Cuba","CUB",2019-04-15,880.483,107882,"2019"
"Cuba","CUB",2019-05-15,968.077,88236,"2019"
"Cuba","CUB",2019-06-15,598.059,81374.1,"2019"
"Cuba","CUB",2019-07-15,1009.09,86532.6,"2019"
"Cuba","CUB",2019-08-15,610.347,85485.8,"2019"
"Cuba","CUB",2019-09-15,924.588,73859.8,"2019"
"Cuba","CUB",2019-10-15,1172.49,79207.3,"2019"
"Cuba","CUB",2019-11-15,228.929,101509,"2019"
"Cuba","CUB",2019-12-15,266.199,127264,"2019"
"Cuba","CUB",2020-01-15,493.464,121570,"2020"
"Cuba","CUB",2020-02-15,514.186,111945,"2020"
"Cuba","CUB",2020-03-15,381.68,92709.1,"2020"
"Cuba","CUB",2020-04-15,7.37829,2708.48,"2020"
"Cuba","CUB",2020-11-15,53.8256,12139.4,"2020"
"Cuba","CUB",2021-02-15,149.2,13807.8,"2021"
"Cuba","CUB",2021-03-15,221.323,11900,"2021"
"Cuba","CUB",2021-04-15,130.55,14437.5,"2021"
"Cuba","CUB",2021-05-15,166.455,18724.8,"2021"
"Cuba","CUB",2021-06-15,129.465,23176.9,"2021"
"Cuba","CUB",2021-07-15,571.927,25258.2,"2021"
"Cuba","CUB",2021-08-15,108.493,19830.2,"2021"
"Cuba","CUB",2021-09-15,86.2588,16261.3,"2021"
"Cuba","CUB",2021-10-15,27.7824,21754.9,"2021"
"Cuba","CUB",2021-11-15,98.4376,28225.6,"2021"
"Cuba","CUB",2021-12-15,79.8689,47783.6,"2021"
"Cuba","CUB",2022-01-15,511.525,56278.4,"2022"
"Cuba","CUB",2022-02-15,398.554,47394,"2022"
"Cuba","CUB",2022-03-15,183.48,42453,"2022"
"Cuba","CUB",2022-04-15,126.542,40660.5,"2022"
"Cuba","CUB",2022-05-15,317.203,39635.7,"2022"
"Cuba","CUB",2022-06-15,365.472,49672.4,"2022"
"Cuba","CUB",2022-07-15,184.304,50481.6,"2022"
"Cuba","CUB",2022-08-15,247.213,45905,"2022"
"Cuba","CUB",2022-09-15,205.166,39722.1,"2022"
"Cuba","CUB",2022-10-15,92.3556,43760.4,"2022"
"Cuba","CUB",2022-11-15,446.667,54284,"2022"
"Cuba","CUB",2022-12-15,690.049,67681.9,"2022"
"Cuba","CUB",2023-01-15,624.007,72089.6,"2023"
"Cuba","CUB",2023-02-15,381.775,64468,"2023"
"Cuba","CUB",2023-03-15,443.392,70266.1,"2023"
"Cyprus","CYP",2019-01-15,7.64752,46832.2,"2019"
"Cyprus","CYP",2019-02-15,3.9339,44571.7,"2019"
"Cyprus","CYP",2019-03-15,2.6226,50581.6,"2019"
"Cyprus","CYP",2019-04-15,2.6226,83025.3,"2019"
"Cyprus","CYP",2019-05-15,7.40774,104340,"2019"
"Cyprus","CYP",2019-07-15,6.53812,122643,"2019"
"Cyprus","CYP",2019-08-15,2.6226,120853,"2019"
"Cyprus","CYP",2019-09-15,2.6226,114589,"2019"
"Cyprus","CYP",2019-10-15,216.492,108746,"2019"
"Cyprus","CYP",2019-11-15,5.50533,64795.3,"2019"
"Cyprus","CYP",2019-12-15,6.21869,55521.5,"2019"
"Cyprus","CYP",2020-01-15,3.9339,54955.1,"2020"
"Cyprus","CYP",2020-02-15,3.9339,50501.5,"2020"
"Cyprus","CYP",2020-03-15,2.6226,34541.7,"2020"
"Cyprus","CYP",2020-05-15,5.2452,2626.78,"2020"
"Cyprus","CYP",2020-06-15,5.2452,6190.71,"2020"
"Cyprus","CYP",2020-07-15,5.2452,29319.3,"2020"
"Cyprus","CYP",2020-08-15,10.6936,44118.6,"2020"
"Cyprus","CYP",2020-09-15,2.6226,41175.1,"2020"
"Cyprus","CYP",2020-10-15,15.7356,34582.9,"2020"
"Cyprus","CYP",2020-11-15,5.2452,15483.4,"2020"
"Cyprus","CYP",2020-12-15,9.17909,13321.5,"2020"
"Cyprus","CYP",2021-01-15,7.92533,10237.3,"2021"
"Cyprus","CYP",2021-02-15,3.11068,8774.88,"2021"
"Cyprus","CYP",2021-03-15,7.86779,11294.8,"2021"
"Cyprus","CYP",2021-04-15,6.55649,17069,"2021"
"Cyprus","CYP",2021-05-15,22.2921,30215.8,"2021"
"Cyprus","CYP",2021-06-15,11.8017,45856.9,"2021"
"Cyprus","CYP",2021-07-15,40.0228,68085,"2021"
"Cyprus","CYP",2021-08-15,58.3645,83897.3,"2021"
"Cyprus","CYP",2021-09-15,14.8079,84128,"2021"
"Cyprus","CYP",2021-10-15,44.3836,93751,"2021"
"Cyprus","CYP",2021-11-15,15.9076,55352.5,"2021"
"Cyprus","CYP",2021-12-15,10.4904,47370.2,"2021"
"Cyprus","CYP",2022-01-15,23.6034,37542.8,"2022"
"Cyprus","CYP",2022-02-15,32.7825,34441.9,"2022"
"Cyprus","CYP",2022-03-15,34.8931,45613.3,"2022"
"Cyprus","CYP",2022-04-15,43.7931,71067.4,"2022"
"Cyprus","CYP",2022-05-15,92.4854,86477.4,"2022"
"Cyprus","CYP",2022-06-15,29.3321,100650,"2022"
"Cyprus","CYP",2022-07-15,41.6507,98850.2,"2022"
"Cyprus","CYP",2022-08-15,32.3656,100991,"2022"
"Cyprus","CYP",2022-09-15,25.8475,96671.4,"2022"
"Cyprus","CYP",2022-10-15,57.6624,97506.2,"2022"
"Cyprus","CYP",2022-11-15,15.7172,55372.1,"2022"
"Cyprus","CYP",2022-12-15,6.55649,49793.4,"2022"
"Cyprus","CYP",2023-01-15,5.23157,48351.8,"2023"
"Cyprus","CYP",2023-02-15,10.4904,44973.3,"2023"
"Cyprus","CYP",2023-03-15,9.17909,57773.2,"2023"
"Czechia","CZE",2019-01-15,73.9558,81255.6,"2019"
"Czechia","CZE",2019-02-15,49.1783,73341.6,"2019"
"Czechia","CZE",2019-03-15,69.0177,78880,"2019"
"Czechia","CZE",2019-04-15,49.4731,96577.2,"2019"
"Czechia","CZE",2019-05-15,88.9488,115618,"2019"
"Czechia","CZE",2019-06-15,214.691,140590,"2019"
"Czechia","CZE",2019-07-15,168.613,152486,"2019"
"Czechia","CZE",2019-08-15,169.792,152664,"2019"
"Czechia","CZE",2019-09-15,159.833,144094,"2019"
"Czechia","CZE",2019-10-15,170.369,123126,"2019"
"Czechia","CZE",2019-11-15,106.868,92175.4,"2019"
"Czechia","CZE",2019-12-15,132.119,96785.7,"2019"
"Czechia","CZE",2020-01-15,87.0566,87021.9,"2020"
"Czechia","CZE",2020-02-15,104.95,75197.6,"2020"
"Czechia","CZE",2020-03-15,103.854,46534.8,"2020"
"Czechia","CZE",2020-04-15,80.9709,8815.55,"2020"
"Czechia","CZE",2020-05-15,105.132,7764.47,"2020"
"Czechia","CZE",2020-06-15,98.7163,8159.26,"2020"
"Czechia","CZE",2020-07-15,147.873,25085.9,"2020"
"Czechia","CZE",2020-08-15,190.203,34452.6,"2020"
"Czechia","CZE",2020-09-15,153.991,28998.1,"2020"
"Czechia","CZE",2020-10-15,3681.55,21183.4,"2020"
"Czechia","CZE",2020-11-15,2799.43,15367.7,"2020"
"Czechia","CZE",2020-12-15,2928.5,17831.2,"2020"
"Czechia","CZE",2021-01-15,1756.19,14710,"2021"
"Czechia","CZE",2021-02-15,2216.27,12985.5,"2021"
"Czechia","CZE",2021-03-15,4535.26,16911.2,"2021"
"Czechia","CZE",2021-04-15,3955.66,18945.6,"2021"
"Czechia","CZE",2021-05-15,4348.52,26598.8,"2021"
"Czechia","CZE",2021-06-15,5293.47,39266,"2021"
"Czechia","CZE",2021-07-15,4448.34,55449.2,"2021"
"Czechia","CZE",2021-08-15,5348.31,57807.9,"2021"
"Czechia","CZE",2021-09-15,6175.56,57154.7,"2021"
"Czechia","CZE",2021-10-15,4575.37,50588.5,"2021"
"Czechia","CZE",2021-11-15,3389.63,47515.8,"2021"
"Czechia","CZE",2021-12-15,2103.84,50770.3,"2021"
"Czechia","CZE",2022-01-15,2208.9,40463.3,"2022"
"Czechia","CZE",2022-02-15,2073.13,36884.3,"2022"
"Czechia","CZE",2022-03-15,3953.2,48654,"2022"
"Czechia","CZE",2022-04-15,3704.03,59342.8,"2022"
"Czechia","CZE",2022-05-15,4412.05,66680.3,"2022"
"Czechia","CZE",2022-06-15,5145.09,87388.5,"2022"
"Czechia","CZE",2022-07-15,4471.19,92563.6,"2022"
"Czechia","CZE",2022-08-15,4136.42,90561.5,"2022"
"Czechia","CZE",2022-09-15,4351.03,81428.7,"2022"
"Czechia","CZE",2022-10-15,3567.34,68819.2,"2022"
"Czechia","CZE",2022-11-15,2575.35,53903.3,"2022"
"Czechia","CZE",2022-12-15,1876.91,56591.2,"2022"
"Czechia","CZE",2023-01-15,2097.27,47832.9,"2023"
"Czechia","CZE",2023-02-15,2665.23,45217.6,"2023"
"Czechia","CZE",2023-03-15,4190.14,59837.6,"2023"
"Democratic Republic of Congo","COD",2019-01-15,987.165,9802.58,"2019"
"Democratic Republic of Congo","COD",2019-02-15,1273.5,8765.62,"2019"
"Democratic Republic of Congo","COD",2019-03-15,961.546,9761.67,"2019"
"Democratic Republic of Congo","COD",2019-04-15,227.882,11614.8,"2019"
"Democratic Republic of Congo","COD",2019-05-15,1322.42,12860.7,"2019"
"Democratic Republic of Congo","COD",2019-06-15,989.715,12915.5,"2019"
