"Entity","Code","Day","Monthly.CO..emissions.from.domestic.aviation","Monthly.CO..emissions.from.international.aviation","Year"
"Afghanistan","AFG",2019-01-15,2098.05,10805.4,"2019"
"Afghanistan","AFG",2019-02-15,2979.15,10430.7,"2019"
"Afghanistan","AFG",2019-03-15,1964.36,12223.3,"2019"
"Afghanistan","AFG",2019-04-15,3614.57,14301.5,"2019"
"Afghanistan","AFG",2019-05-15,3009.41,13695.1,"2019"
"Afghanistan","AFG",2019-06-15,1901.39,11645.4,"2019"
"Afghanistan","AFG",2019-07-15,835.966,15923.6,"2019"
"Afghanistan","AFG",2019-08-15,587.448,13764.9,"2019"
"Afghanistan","AFG",2019-09-15,247.246,15367.4,"2019"
"Afghanistan","AFG",2019-10-15,547.405,13787.4,"2019"
"Afghanistan","AFG",2019-11-15,25.0257,12585.8,"2019"
"Afghanistan","AFG",2019-12-15,37.8337,13493,"2019"
"Afghanistan","AFG",2020-01-15,70.5439,13383.1,"2020"
"Afghanistan","AFG",2020-02-15,11.6808,13038.1,"2020"
"Afghanistan","AFG",2020-03-15,245.382,8949.07,"2020"
"Afghanistan","AFG",2020-04-15,200.361,708.468,"2020"
"Afghanistan","AFG",2020-05-15,86.4354,898.473,"2020"
"Afghanistan","AFG",2020-06-15,243.416,1769.47,"2020"
"Afghanistan","AFG",2020-07-15,792.061,4687.61,"2020"
"Afghanistan","AFG",2020-08-15,1107.38,4963.21,"2020"
"Afghanistan","AFG",2020-09-15,1095.39,7840.74,"2020"
"Afghanistan","AFG",2020-10-15,1384.85,6575.67,"2020"
"Afghanistan","AFG",2020-11-15,1157.79,6863.51,"2020"
"Afghanistan","AFG",2020-12-15,711.929,5873.22,"2020"
"Afghanistan","AFG",2021-01-15,555.006,7141.24,"2021"
"Afghanistan","AFG",2021-02-15,617.532,7467.49,"2021"
"Afghanistan","AFG",2021-03-15,752.811,9723.9,"2021"
"Afghanistan","AFG",2021-04-15,542.169,8555.69,"2021"
"Afghanistan","AFG",2021-05-15,734.51,8677.99,"2021"
"Afghanistan","AFG",2021-06-15,414.579,9166.1,"2021"
"Afghanistan","AFG",2021-07-15,347.893,8020.38,"2021"
"Afghanistan","AFG",2021-08-15,40.2122,4015.52,"2021"
"Afghanistan","AFG",2021-12-15,14.2943,1477.32,"2021"
"Afghanistan","AFG",2022-06-15,11.3745,2065.38,"2022"
"Afghanistan","AFG",2022-07-15,18.7106,3553.56,"2022"
"Afghanistan","AFG",2022-08-15,44.7373,3703.31,"2022"
"Afghanistan","AFG",2022-09-15,5.53703,3676.36,"2022"
"Afghanistan","AFG",2022-10-15,22.6319,3717.18,"2022"
"Afghanistan","AFG",2022-11-15,20.9156,3439.2,"2022"
"Afghanistan","AFG",2022-12-15,35.1141,4159.41,"2022"
"Afghanistan","AFG",2023-01-15,24.9573,3998.89,"2023"
"Afghanistan","AFG",2023-02-15,87.4304,2781.69,"2023"
"Afghanistan","AFG",2023-03-15,51.0908,3222.12,"2023"
"Africa","",2019-01-15,167718.73,1901615.4,"2019"
"Africa","",2019-02-15,161181.28,1655850.5,"2019"
"Africa","",2019-03-15,191738.9,1695219.1,"2019"
"Africa","",2019-04-15,216940.8,1756937,"2019"
"Africa","",2019-05-15,208806.28,1769861.9,"2019"
"Africa","",2019-06-15,215481.38,1854768.8,"2019"
"Africa","",2019-07-15,217056.3,2059260.2,"2019"
"Africa","",2019-08-15,229014.47,2100430.5,"2019"
"Africa","",2019-09-15,230122.33,1891962,"2019"
"Africa","",2019-10-15,242524.25,1852903.8,"2019"
"Africa","",2019-11-15,226981.19,1797725,"2019"
"Africa","",2019-12-15,243297.31,2033093.2,"2019"
"Africa","",2020-01-15,238635.89,1975711.9,"2020"
"Africa","",2020-02-15,227754.97,1745153.8,"2020"
"Africa","",2020-03-15,176283.98,1193672.8,"2020"
"Africa","",2020-04-15,10404.043,141281,"2020"
"Africa","",2020-05-15,7773.376,181272.17,"2020"
"Africa","",2020-06-15,16616.838,248859.48,"2020"
"Africa","",2020-07-15,40082.934,372127.2,"2020"
"Africa","",2020-08-15,56157.78,475182.97,"2020"
"Africa","",2020-09-15,69999.516,537855.25,"2020"
"Africa","",2020-10-15,174667.56,670137.8,"2020"
"Africa","",2020-11-15,212148.95,713013.8,"2020"
"Africa","",2020-12-15,245627.72,838325.1,"2020"
"Africa","",2021-01-15,163781.53,786998.9,"2021"
"Africa","",2021-02-15,143170,680746.9,"2021"
"Africa","",2021-03-15,201464.45,758811.94,"2021"
"Africa","",2021-04-15,228463.58,760528.1,"2021"
"Africa","",2021-05-15,246228.66,781908.7,"2021"
"Africa","",2021-06-15,235404.1,877110.25,"2021"
"Africa","",2021-07-15,232553.38,1054513.6,"2021"
"Africa","",2021-08-15,279494.25,1090111.2,"2021"
"Africa","",2021-09-15,287702.88,1042056.3,"2021"
"Africa","",2021-10-15,328379.62,1134111,"2021"
"Africa","",2021-11-15,347865.2,1187165,"2021"
"Africa","",2021-12-15,370430.7,1164728.2,"2021"
"Africa","",2022-01-15,356508.47,1096699.5,"2022"
"Africa","",2022-02-15,330600.7,1076585.2,"2022"
"Africa","",2022-03-15,389040.84,1289735.9,"2022"
"Africa","",2022-04-15,406263.06,1326438.6,"2022"
"Africa","",2022-05-15,374760.38,1410093.8,"2022"
"Africa","",2022-06-15,438370.88,1459281.6,"2022"
"Africa","",2022-07-15,389684.84,1668750.2,"2022"
"Africa","",2022-08-15,401354.03,1660207.5,"2022"
"Africa","",2022-09-15,352403.44,1535610.9,"2022"
"Africa","",2022-10-15,386315.84,1566145.2,"2022"
"Africa","",2022-11-15,363577.16,1504942.4,"2022"
"Africa","",2022-12-15,365442.4,1657529.6,"2022"
"Africa","",2023-01-15,340584.8,1641656.8,"2023"
"Africa","",2023-02-15,343213,1449593.4,"2023"
"Africa","",2023-03-15,399199.9,1647677,"2023"
"Algeria","DZA",2019-01-15,6735.63,69076.2,"2019"
"Algeria","DZA",2019-02-15,7513.56,61479.4,"2019"
"Algeria","DZA",2019-03-15,8310.52,71230.8,"2019"
"Algeria","DZA",2019-04-15,7195.05,68758.6,"2019"
"Algeria","DZA",2019-05-15,7163.12,71595.3,"2019"
"Algeria","DZA",2019-06-15,8033.99,71630.2,"2019"
"Algeria","DZA",2019-07-15,8713.17,82777.3,"2019"
"Algeria","DZA",2019-08-15,8231.52,85066.5,"2019"
"Algeria","DZA",2019-09-15,7199.92,65060.2,"2019"
"Algeria","DZA",2019-10-15,7883.49,55761,"2019"
"Algeria","DZA",2019-11-15,8057.38,59080.6,"2019"
"Algeria","DZA",2019-12-15,8815.95,74508.8,"2019"
"Algeria","DZA",2020-01-15,8279.1,63421.4,"2020"
"Algeria","DZA",2020-02-15,7946.36,55990.5,"2020"
"Algeria","DZA",2020-03-15,5392.34,30541.3,"2020"
"Algeria","DZA",2020-04-15,2.41455,1288.01,"2020"
"Algeria","DZA",2020-05-15,16.4744,1644.77,"2020"
"Algeria","DZA",2020-06-15,28.205,2162.87,"2020"
"Algeria","DZA",2020-07-15,82.4207,3116.08,"2020"
"Algeria","DZA",2020-08-15,50.2258,2587,"2020"
"Algeria","DZA",2020-09-15,16.124,1705.09,"2020"
"Algeria","DZA",2020-10-15,18.6631,1960.03,"2020"
"Algeria","DZA",2020-11-15,46.4533,1918.16,"2020"
"Algeria","DZA",2020-12-15,3235.69,2768.43,"2020"
"Algeria","DZA",2021-01-15,7713.2,5101.49,"2021"
"Algeria","DZA",2021-02-15,6651.95,5387.04,"2021"
"Algeria","DZA",2021-03-15,7489.87,4168.96,"2021"
"Algeria","DZA",2021-04-15,6164.78,3381,"2021"
"Algeria","DZA",2021-05-15,8197.51,3831.83,"2021"
"Algeria","DZA",2021-06-15,9221.22,5504.22,"2021"
"Algeria","DZA",2021-07-15,10241.3,5863.82,"2021"
"Algeria","DZA",2021-08-15,9188.83,7963.39,"2021"
"Algeria","DZA",2021-09-15,9410.34,12234.6,"2021"
"Algeria","DZA",2021-10-15,9641.16,13088.3,"2021"
"Algeria","DZA",2021-11-15,7411.69,15714.3,"2021"
"Algeria","DZA",2021-12-15,9411.86,17930.5,"2021"
"Algeria","DZA",2022-01-15,10530.1,17690.7,"2022"
"Algeria","DZA",2022-02-15,9235.48,16336.4,"2022"
"Algeria","DZA",2022-03-15,9728.94,18189.8,"2022"
"Algeria","DZA",2022-04-15,9875.4,27112.8,"2022"
"Algeria","DZA",2022-05-15,11923.9,34446.6,"2022"
"Algeria","DZA",2022-06-15,12579.8,35880.8,"2022"
"Algeria","DZA",2022-07-15,13161.2,55489.6,"2022"
"Algeria","DZA",2022-08-15,12506.8,54905.2,"2022"
"Algeria","DZA",2022-09-15,10396.4,50752.1,"2022"
"Algeria","DZA",2022-10-15,12143.5,53518,"2022"
"Algeria","DZA",2022-11-15,10305.9,49979.2,"2022"
"Algeria","DZA",2022-12-15,11829.9,57214.4,"2022"
"Algeria","DZA",2023-01-15,12349,57430.2,"2023"
"Algeria","DZA",2023-02-15,9675.45,56389.4,"2023"
"Algeria","DZA",2023-03-15,11173.3,65264.1,"2023"
"Angola","AGO",2019-01-15,6505.7,48060.6,"2019"
"Angola","AGO",2019-02-15,6279.54,42697.3,"2019"
"Angola","AGO",2019-03-15,5839.77,44385.2,"2019"
"Angola","AGO",2019-04-15,6074.9,44670,"2019"
"Angola","AGO",2019-05-15,6169.86,45073.3,"2019"
"Angola","AGO",2019-06-15,6064.15,44687.5,"2019"
"Angola","AGO",2019-07-15,6010.9,48090,"2019"
"Angola","AGO",2019-08-15,5958.68,47216.6,"2019"
"Angola","AGO",2019-09-15,6037.29,46457.6,"2019"
"Angola","AGO",2019-10-15,5534.71,43284.6,"2019"
"Angola","AGO",2019-11-15,5129.51,39869.5,"2019"
"Angola","AGO",2019-12-15,5331.17,43659.3,"2019"
"Angola","AGO",2020-01-15,5198.51,43902.1,"2020"
"Angola","AGO",2020-02-15,4630.46,38784.9,"2020"
"Angola","AGO",2020-03-15,4277.43,27152.1,"2020"
"Angola","AGO",2020-04-15,211.542,4881.54,"2020"
"Angola","AGO",2020-05-15,89.6437,4102.68,"2020"
"Angola","AGO",2020-06-15,51.728,5725.18,"2020"
"Angola","AGO",2020-07-15,76.2327,5943.96,"2020"
"Angola","AGO",2020-08-15,9.64361,6107.02,"2020"
"Angola","AGO",2020-09-15,182.194,6427.74,"2020"
"Angola","AGO",2020-10-15,475.532,8035.65,"2020"
"Angola","AGO",2020-11-15,304.112,9875.01,"2020"
"Angola","AGO",2020-12-15,467,12939.8,"2020"
"Angola","AGO",2021-01-15,564.645,11406.3,"2021"
"Angola","AGO",2021-02-15,500.988,8804.41,"2021"
"Angola","AGO",2021-03-15,792.511,10889,"2021"
"Angola","AGO",2021-04-15,651.549,10712.6,"2021"
"Angola","AGO",2021-05-15,905.241,10754.6,"2021"
"Angola","AGO",2021-06-15,899.159,11292.4,"2021"
"Angola","AGO",2021-07-15,571.367,9775.11,"2021"
"Angola","AGO",2021-08-15,427.579,8947.55,"2021"
"Angola","AGO",2021-09-15,720.424,11143.7,"2021"
"Angola","AGO",2021-10-15,1005.99,15100.1,"2021"
"Angola","AGO",2021-11-15,1090.75,17206.2,"2021"
"Angola","AGO",2021-12-15,1031.06,18898,"2021"
"Angola","AGO",2022-01-15,808.684,19948.2,"2022"
"Angola","AGO",2022-02-15,757.431,19908.9,"2022"
"Angola","AGO",2022-03-15,1911.96,24946.7,"2022"
"Angola","AGO",2022-04-15,1762.77,26851.9,"2022"
"Angola","AGO",2022-05-15,1998.53,27860.4,"2022"
"Angola","AGO",2022-06-15,744.4,27059.1,"2022"
"Angola","AGO",2022-07-15,1515.26,30554.5,"2022"
"Angola","AGO",2022-08-15,1341.42,29217.9,"2022"
"Angola","AGO",2022-09-15,624.951,29831.6,"2022"
"Angola","AGO",2022-10-15,454.189,27793.9,"2022"
"Angola","AGO",2022-11-15,377.744,30551.5,"2022"
"Angola","AGO",2022-12-15,426.13,33046.8,"2022"
"Angola","AGO",2023-01-15,394.802,32907.6,"2023"
"Angola","AGO",2023-02-15,459.701,29471.6,"2023"
"Angola","AGO",2023-03-15,348.114,33702.5,"2023"
"Antigua and Barbuda","ATG",2019-01-15,92.365,16063.2,"2019"
"Antigua and Barbuda","ATG",2019-07-15,1.15787,12345.7,"2019"
"Antigua and Barbuda","ATG",2019-10-15,0.803066,9747.04,"2019"
"Antigua and Barbuda","ATG",2021-12-15,171.294,15344.4,"2021"
"Antigua and Barbuda","ATG",2022-03-15,171.148,13520.2,"2022"
"Antigua and Barbuda","ATG",2022-07-15,342.589,11499,"2022"
"Antigua and Barbuda","ATG",2022-09-15,342.589,10281.7,"2022"
"Antigua and Barbuda","ATG",2022-10-15,171.294,11037.8,"2022"
"Antigua and Barbuda","ATG",2022-11-15,171.148,11252.8,"2022"
"Antigua and Barbuda","ATG",2023-01-15,17.5209,16126.7,"2023"
"Antigua and Barbuda","ATG",2023-03-15,180.73,9281.65,"2023"
"Argentina","ARG",2019-01-15,130878,290048,"2019"
"Argentina","ARG",2019-02-15,120056,252337,"2019"
"Argentina","ARG",2019-03-15,117625,247603,"2019"
"Argentina","ARG",2019-04-15,114993,238794,"2019"
"Argentina","ARG",2019-05-15,115447,241716,"2019"
"Argentina","ARG",2019-06-15,111895,233522,"2019"
"Argentina","ARG",2019-07-15,136070,249245,"2019"
"Argentina","ARG",2019-08-15,135092,244073,"2019"
"Argentina","ARG",2019-09-15,125368,235962,"2019"
"Argentina","ARG",2019-10-15,122561,244232,"2019"
"Argentina","ARG",2019-11-15,117779,225238,"2019"
"Argentina","ARG",2019-12-15,127595,274704,"2019"
"Argentina","ARG",2020-01-15,126456,259725,"2020"
"Argentina","ARG",2020-02-15,115820,232834,"2020"
"Argentina","ARG",2020-03-15,73458.5,145394,"2020"
"Argentina","ARG",2020-04-15,877.243,15084.1,"2020"
"Argentina","ARG",2020-05-15,1661.7,17280,"2020"
"Argentina","ARG",2020-06-15,2007.05,20937.2,"2020"
"Argentina","ARG",2020-07-15,1339.19,18073.3,"2020"
"Argentina","ARG",2020-08-15,1080.27,19583.7,"2020"
"Argentina","ARG",2020-09-15,1244.85,22971.2,"2020"
"Argentina","ARG",2020-10-15,7567.52,35922.5,"2020"
"Argentina","ARG",2020-11-15,14638.9,49793.5,"2020"
"Argentina","ARG",2020-12-15,33994.6,66928.6,"2020"
"Argentina","ARG",2021-01-15,56472.7,71893,"2021"
"Argentina","ARG",2021-02-15,54823.9,56652.1,"2021"
"Argentina","ARG",2021-03-15,62363.3,62303.5,"2021"
"Argentina","ARG",2021-04-15,57372.3,51504.9,"2021"
"Argentina","ARG",2021-05-15,38945.7,50693.7,"2021"
"Argentina","ARG",2021-06-15,30410.2,53093.7,"2021"
"Argentina","ARG",2021-07-15,57724.5,52521,"2021"
"Argentina","ARG",2021-08-15,72867.3,53971.8,"2021"
"Argentina","ARG",2021-09-15,77065.7,58534.3,"2021"
"Argentina","ARG",2021-10-15,90682.5,72803.9,"2021"
"Argentina","ARG",2021-11-15,107727,93126.5,"2021"
"Argentina","ARG",2021-12-15,115081,114586,"2021"
"Argentina","ARG",2022-01-15,117286,124937,"2022"
"Argentina","ARG",2022-02-15,111881,115782,"2022"
"Argentina","ARG",2022-03-15,126796,133422,"2022"
"Argentina","ARG",2022-04-15,122119,134530,"2022"
"Argentina","ARG",2022-05-15,120906,141147,"2022"
"Argentina","ARG",2022-06-15,114634,124759,"2022"
"Argentina","ARG",2022-07-15,133563,159199,"2022"
"Argentina","ARG",2022-08-15,143603,166753,"2022"
"Argentina","ARG",2022-09-15,135301,157076,"2022"
"Argentina","ARG",2022-10-15,149206,169549,"2022"
"Argentina","ARG",2022-11-15,135280,178245,"2022"
"Argentina","ARG",2022-12-15,143805,193077,"2022"
"Argentina","ARG",2023-01-15,144936,199610,"2023"
"Argentina","ARG",2023-02-15,135122,172150,"2023"
"Argentina","ARG",2023-03-15,157616,183112,"2023"
"Armenia","ARM",2019-09-15,1.18664,22622,"2019"
"Armenia","ARM",2021-11-15,11.2337,16999.9,"2021"
"Armenia","ARM",2022-07-15,1.18664,31061.7,"2022"
"Armenia","ARM",2023-01-15,27.0249,27225.8,"2023"
"Asia","",2019-01-15,10585048,17160698,"2019"
"Asia","",2019-02-15,9883001,15580892,"2019"
"Asia","",2019-03-15,9285820,15684626,"2019"
"Asia","",2019-04-15,10356298,16740852,"2019"
"Asia","",2019-05-15,10778645,16862450,"2019"
"Asia","",2019-06-15,10692381,17122558,"2019"
"Asia","",2019-07-15,11604637,18173176,"2019"
"Asia","",2019-08-15,11728077,18377882,"2019"
"Asia","",2019-09-15,11055283,17237248,"2019"
"Asia","",2019-10-15,11921184,17445706,"2019"
"Asia","",2019-11-15,11828548,16741286,"2019"
"Asia","",2019-12-15,12165526,18109516,"2019"
"Asia","",2020-01-15,12389322,18138808,"2020"
"Asia","",2020-02-15,6728298,13857386,"2020"
"Asia","",2020-03-15,6706702,8369132,"2020"
"Asia","",2020-04-15,3950645,2357986.2,"2020"
"Asia","",2020-05-15,5198584.5,3295969.8,"2020"
"Asia","",2020-06-15,6872165.5,3402324.5,"2020"
"Asia","",2020-07-15,8224285,3727573.2,"2020"
"Asia","",2020-08-15,9742238,4088515.8,"2020"
"Asia","",2020-09-15,9949853,4416331,"2020"
"Asia","",2020-10-15,11092726,4859900,"2020"
"Asia","",2020-11-15,11201389,5132803,"2020"
"Asia","",2020-12-15,11576229,5588490.5,"2020"
"Asia","",2021-01-15,9044700,5461917.5,"2021"
"Asia","",2021-02-15,7234425.5,4910824,"2021"
"Asia","",2021-03-15,11604139,5991936,"2021"
"Asia","",2021-04-15,12292020,5883472.5,"2021"
"Asia","",2021-05-15,11289282,5738061,"2021"
"Asia","",2021-06-15,9987631,5805678,"2021"
"Asia","",2021-07-15,10923158,6610598,"2021"
"Asia","",2021-08-15,7575903,6930525.5,"2021"
"Asia","",2021-09-15,9605593,7031027,"2021"
"Asia","",2021-10-15,10550943,7700623,"2021"
"Asia","",2021-11-15,7929685,7609530,"2021"
"Asia","",2021-12-15,9509634,8184153.5,"2021"
"Asia","",2022-01-15,9606625,7906014.5,"2022"
"Asia","",2022-02-15,9027047,7103958,"2022"
"Asia","",2022-03-15,7505018,8447687,"2022"
"Asia","",2022-04-15,6228388.5,8389170,"2022"
"Asia","",2022-05-15,7281490,9155849,"2022"
"Asia","",2022-06-15,8097865.5,9137186,"2022"
"Asia","",2022-07-15,10840582,10675379,"2022"
"Asia","",2022-08-15,10519813,10874748,"2022"
"Asia","",2022-09-15,8305283,10492476,"2022"
"Asia","",2022-10-15,7607945,10914751,"2022"
"Asia","",2022-11-15,6817047.5,10987900,"2022"
"Asia","",2022-12-15,8298661.5,11783316,"2022"
"Asia","",2023-01-15,11728494,11975971,"2023"
"Asia","",2023-02-15,10567014,10722693,"2023"
"Asia","",2023-03-15,11412882,11991585,"2023"
"Australia","AUS",2019-01-15,678215,1343010,"2019"
"Australia","AUS",2019-02-15,593197,1202370,"2019"
"Australia","AUS",2019-03-15,583781,1137120,"2019"
"Australia","AUS",2019-04-15,660430,1181830,"2019"
"Australia","AUS",2019-05-15,650689,1158020,"2019"
"Australia","AUS",2019-06-15,627164,1131410,"2019"
"Australia","AUS",2019-07-15,705691,1205130,"2019"
"Australia","AUS",2019-08-15,658815,1172860,"2019"
"Australia","AUS",2019-09-15,664971,1129930,"2019"
"Australia","AUS",2019-10-15,701044,1168700,"2019"
"Australia","AUS",2019-11-15,650301,1132480,"2019"
"Australia","AUS",2019-12-15,685954,1290990,"2019"
"Australia","AUS",2020-01-15,684634,1333400,"2020"
"Australia","AUS",2020-02-15,609059,1047390,"2020"
"Australia","AUS",2020-03-15,555921,794865,"2020"
"Australia","AUS",2020-04-15,137052,219765,"2020"
"Australia","AUS",2020-05-15,132463,263334,"2020"
"Australia","AUS",2020-06-15,162070,221216,"2020"
"Australia","AUS",2020-07-15,217811,231010,"2020"
"Australia","AUS",2020-08-15,207875,237531,"2020"
"Australia","AUS",2020-09-15,224614,230366,"2020"
"Australia","AUS",2020-10-15,285362,266422,"2020"
"Australia","AUS",2020-11-15,297357,269753,"2020"
"Australia","AUS",2020-12-15,431580,277943,"2020"
"Australia","AUS",2021-01-15,378602,251454,"2021"
"Australia","AUS",2021-02-15,364717,225813,"2021"
"Australia","AUS",2021-03-15,516932,259912,"2021"
"Australia","AUS",2021-04-15,559595,257288,"2021"
"Australia","AUS",2021-05-15,600965,272550,"2021"
"Australia","AUS",2021-06-15,487210,279325,"2021"
"Australia","AUS",2021-07-15,373768,287416,"2021"
"Australia","AUS",2021-08-15,280150,276483,"2021"
"Australia","AUS",2021-09-15,303280,272000,"2021"
"Australia","AUS",2021-10-15,328060,280224,"2021"
"Australia","AUS",2021-11-15,384870,295705,"2021"
"Australia","AUS",2021-12-15,533861,357922,"2021"
"Australia","AUS",2022-01-15,488175,375665,"2022"
"Australia","AUS",2022-02-15,441997,398405,"2022"
"Australia","AUS",2022-03-15,571289,492831,"2022"
"Australia","AUS",2022-04-15,670777,508239,"2022"
"Australia","AUS",2022-05-15,702355,540408,"2022"
"Australia","AUS",2022-06-15,741050,541148,"2022"
"Australia","AUS",2022-07-15,653353,614499,"2022"
"Australia","AUS",2022-08-15,658317,620008,"2022"
"Australia","AUS",2022-09-15,647272,612339,"2022"
"Australia","AUS",2022-10-15,673784,664091,"2022"
"Australia","AUS",2022-11-15,660620,695198,"2022"
"Australia","AUS",2022-12-15,671680,785874,"2022"
"Australia","AUS",2023-01-15,674051,814961,"2023"
"Australia","AUS",2023-02-15,615870,731797,"2023"
"Australia","AUS",2023-03-15,697947,801872,"2023"
"Austria","AUT",2019-01-15,2375.67,203978,"2019"
"Austria","AUT",2019-02-15,2125.73,190695,"2019"
"Austria","AUT",2019-03-15,2205.19,214805,"2019"
"Austria","AUT",2019-04-15,2255.31,259040,"2019"
"Austria","AUT",2019-05-15,2098,261074,"2019"
"Austria","AUT",2019-06-15,2448.6,260155,"2019"
"Austria","AUT",2019-07-15,2310.64,271948,"2019"
"Austria","AUT",2019-08-15,2017.84,265920,"2019"
"Austria","AUT",2019-09-15,2648.16,257831,"2019"
"Austria","AUT",2019-10-15,2744.83,252570,"2019"
"Austria","AUT",2019-11-15,2734.85,223607,"2019"
"Austria","AUT",2019-12-15,2432.16,230609,"2019"
"Austria","AUT",2020-01-15,2365.23,224703,"2020"
"Austria","AUT",2020-02-15,2542.35,205833,"2020"
"Austria","AUT",2020-03-15,1330.47,121732,"2020"
"Austria","AUT",2020-04-15,44.3086,12147.8,"2020"
"Austria","AUT",2020-05-15,79.7147,13324,"2020"
"Austria","AUT",2020-06-15,212.255,22528.4,"2020"
"Austria","AUT",2020-07-15,588.119,68968.4,"2020"
"Austria","AUT",2020-08-15,658.547,95064.5,"2020"
"Austria","AUT",2020-09-15,966.153,77715.8,"2020"
"Austria","AUT",2020-10-15,2928.87,62681.1,"2020"
"Austria","AUT",2020-11-15,2018.22,40554.1,"2020"
"Austria","AUT",2020-12-15,1521.82,42594.7,"2020"
"Austria","AUT",2021-01-15,2016.47,37161.4,"2021"
"Austria","AUT",2021-02-15,2378.85,33424,"2021"
"Austria","AUT",2021-03-15,2868.1,43482.8,"2021"
"Austria","AUT",2021-04-15,2426.62,59448.7,"2021"
"Austria","AUT",2021-05-15,2648.36,66720.8,"2021"
"Austria","AUT",2021-06-15,3709.37,90511.1,"2021"
"Austria","AUT",2021-07-15,3737.86,152876,"2021"
"Austria","AUT",2021-08-15,4165.43,159882,"2021"
"Austria","AUT",2021-09-15,4429.31,154762,"2021"
"Austria","AUT",2021-10-15,3137.38,157727,"2021"
"Austria","AUT",2021-11-15,2745.16,133313,"2021"
"Austria","AUT",2021-12-15,2904.82,134559,"2021"
"Austria","AUT",2022-01-15,2885.11,128671,"2022"
"Austria","AUT",2022-02-15,3268.56,111873,"2022"
"Austria","AUT",2022-03-15,4343.01,145280,"2022"
"Austria","AUT",2022-04-15,3246.33,167216,"2022"
"Austria","AUT",2022-05-15,5285.05,183931,"2022"
"Austria","AUT",2022-06-15,5776.73,183997,"2022"
"Austria","AUT",2022-07-15,4908.96,217379,"2022"
"Austria","AUT",2022-08-15,5798.85,214556,"2022"
"Austria","AUT",2022-09-15,4662.59,206817,"2022"
"Austria","AUT",2022-10-15,5000.5,196813,"2022"
"Austria","AUT",2022-11-15,3617.59,156690,"2022"
"Austria","AUT",2022-12-15,3608.53,166747,"2022"
"Austria","AUT",2023-01-15,4013.52,168337,"2023"
"Austria","AUT",2023-02-15,5499.38,154561,"2023"
"Austria","AUT",2023-03-15,6442.29,186317,"2023"
"Azerbaijan","AZE",2019-01-15,158.395,30090.8,"2019"
"Azerbaijan","AZE",2019-02-15,224.045,20501.6,"2019"
"Azerbaijan","AZE",2019-03-15,181.205,27616.1,"2019"
"Azerbaijan","AZE",2019-04-15,267.325,32376.8,"2019"
"Azerbaijan","AZE",2019-05-15,279.977,33721,"2019"
"Azerbaijan","AZE",2019-06-15,303.713,41317.2,"2019"
"Azerbaijan","AZE",2019-07-15,429.623,50348.2,"2019"
"Azerbaijan","AZE",2019-08-15,497.45,50876.7,"2019"
"Azerbaijan","AZE",2019-09-15,361.678,42766.8,"2019"
"Azerbaijan","AZE",2019-10-15,340.219,35762.7,"2019"
"Azerbaijan","AZE",2019-11-15,395.322,34043.7,"2019"
"Azerbaijan","AZE",2019-12-15,362.424,37038.3,"2019"
"Azerbaijan","AZE",2020-01-15,327.121,34943.7,"2020"
"Azerbaijan","AZE",2020-02-15,278.186,26844,"2020"
"Azerbaijan","AZE",2020-03-15,191.61,20116.4,"2020"
"Azerbaijan","AZE",2020-04-15,5.18788,7678.42,"2020"
"Azerbaijan","AZE",2020-06-15,5.18788,5320.77,"2020"
"Azerbaijan","AZE",2020-07-15,25.9394,8493.19,"2020"
"Azerbaijan","AZE",2020-08-15,38.9091,11205.1,"2020"
"Azerbaijan","AZE",2020-09-15,19.7301,11970.2,"2020"
"Azerbaijan","AZE",2020-12-15,2.59394,13729.8,"2020"
"Azerbaijan","AZE",2021-03-15,7.79471,19784.3,"2021"
"Azerbaijan","AZE",2021-05-15,56.2631,23375.2,"2021"
"Azerbaijan","AZE",2021-06-15,80.661,27974.6,"2021"
"Azerbaijan","AZE",2021-07-15,77.3863,25372.1,"2021"
"Azerbaijan","AZE",2021-08-15,67.105,26689.8,"2021"
"Azerbaijan","AZE",2021-09-15,53.9061,29144.8,"2021"
"Azerbaijan","AZE",2021-10-15,54.349,32237.9,"2021"
"Azerbaijan","AZE",2021-11-15,43.5288,29470.3,"2021"
"Azerbaijan","AZE",2021-12-15,47.9316,36225.1,"2021"
"Azerbaijan","AZE",2022-01-15,31.0375,34608.3,"2022"
"Azerbaijan","AZE",2022-02-15,53.9556,28444.8,"2022"
"Azerbaijan","AZE",2022-03-15,114.166,33830,"2022"
"Azerbaijan","AZE",2022-04-15,63.21,32088.4,"2022"
"Azerbaijan","AZE",2022-05-15,83.4229,38936.4,"2022"
"Azerbaijan","AZE",2022-06-15,73.2649,37751.5,"2022"
"Azerbaijan","AZE",2022-07-15,94.1051,57908.3,"2022"
"Azerbaijan","AZE",2022-08-15,55.5169,58023,"2022"
"Azerbaijan","AZE",2022-09-15,27.0499,51903.2,"2022"
"Azerbaijan","AZE",2022-10-15,22.4058,52242.2,"2022"
"Azerbaijan","AZE",2022-11-15,41.9723,44123.6,"2022"
"Azerbaijan","AZE",2022-12-15,32.3117,45630.7,"2022"
"Azerbaijan","AZE",2023-01-15,35.0205,41367.5,"2023"
"Azerbaijan","AZE",2023-02-15,38.3371,37906.8,"2023"
"Azerbaijan","AZE",2023-03-15,33.8998,46163.1,"2023"
"Bahrain","BHR",2020-10-15,24.3832,18370.4,"2020"
